time,vehicle x-position,vehicle y-position,vehicle z-position,velocity (m/s),revolutions per minute,roll (radians),pitch (radians),yaw (radians),water temperature (Celsius),velocity (m/s),rotation of the steering wheel,throttle,brake,clutch,airspeed,airflow speed,altitude,reverse,throttle,
0.014000000432134,-198.49770693886,-164.18225417918,119.53884964486,0.00015787436728259,635.41141869614,0.00010419799946249,-0.0072742537595332,2.1952526569366,81.202309578828,0.00015787436728259,0,0,0.3,1,0.00020908685703426,5.8918147889177e-05,119.53884888053,0,0,
0.14000000432134,-198.49770840811,-164.18225342804,119.53884970374,0.00010836800970809,635.19285513981,0.00010534538887441,-0.0072744889184833,2.1952526569366,81.202963630628,0.00010836800970809,0,0,0.3,1,0.0001648729729039,4.1118217001965e-05,119.53884887743,0,0,
0.26750000845641,-198.49770765426,-164.18225441292,119.53885051821,6.5342997339693e-05,633.76069594131,0.00010517798364162,-0.0072741121985018,2.1952512264252,81.203615572084,6.5342997339693e-05,0,0,0.3,1,0.00014416395663472,4.3403766815119e-05,119.53884887702,0,0,
0.39550001267344,-198.49770738882,-164.18225565482,119.53884917413,4.8329026038906e-05,634.03377805503,0.00010215467773378,-0.0072745457291603,2.1952519416809,81.204262186119,4.8329026038906e-05,0,0,0.3,1,0.00014314806634729,4.2473364336326e-05,119.53884887696,0,0,
0.5220000166446,-198.49770821443,-164.18225328232,119.53884922642,0.00030254225298637,635.62446825615,0.00010136025957763,-0.0072744502685964,2.1952519416809,81.204911579575,0.00030254225298637,0,0,0.3,1,0.00022203117381366,5.3730920179905e-05,119.53884887695,0,0,
0.64750002045184,-198.49770941353,-164.1822526717,119.53885023371,0.00018870754775595,634.70257309337,0.00010481430217624,-0.0072738416492939,2.1952519416809,81.205562531339,0.00018870754775595,0,0,0.3,1,0.00019818752047076,6.8622814024646e-05,119.53884977695,0,0,
0.77500002458692,-198.49770532141,-164.18225599265,119.5388496093,0.00022744529210947,635.65190431065,0.00010433979332447,-0.0072743115015328,2.1952524185181,81.20621347119,0.00022744529210947,0,0,0.3,1,0.00019859963588076,4.616236418229e-05,119.53884899775,0,0,
0.90050002839416,-198.49770814846,-164.18225362069,119.53885281936,8.7428018306263e-05,631.4817212534,0.00011552916839719,-0.0072742509655654,2.1952524185181,81.206864368071,8.7428018306263e-05,0,0,0.3,1,0.00016239386120163,5.1638993577693e-05,119.53885339756,0,0,
1.0260000322014,-198.49770594188,-164.18225666945,119.53885284307,0.00012888344189534,626.28037401247,0.00011264346539974,-0.0072739864699543,2.1952519416809,81.207499630663,0.00012888344189534,0,0,0.3,1,0.00018717329316266,4.6562801518992e-05,119.53885389239,0,0,
1.1540000364184,-198.49770730597,-164.18225578804,119.53885048138,0.00011622845180892,626.35840320341,0.0001038012560457,-0.0072737191803753,2.1952519416809,81.208115247373,0.00011622845180892,0,0,0.3,1,0.00018732384922051,3.9168337979915e-05,119.53884980611,0,0,
1.2810000404716,-198.49770710974,-164.1822544174,119.53884860617,6.6559083612009e-05,630.83093853428,0.00010034209117293,-0.0072737745940685,2.1952524185181,81.208729119702,6.6559083612009e-05,0,0,0.3,1,0.00016195505893309,3.2975663203871e-05,119.53884900166,0,0,
1.4080000445247,-198.49770802431,-164.18225508516,119.53884982816,0.00017603493860115,635.12792422724,0.00010228529572487,-0.007273452822119,2.1952521800995,81.209356574554,0.00017603493860115,0,0,0.3,1,0.0001438909853101,4.0968300020507e-05,119.53884889369,0,0,
1.5340000484139,-198.49770678909,-164.18225524478,119.53884960011,0.00013169404294651,637.45382217181,0.00010430067777634,-0.0072739538736641,2.1952512264252,81.209998677265,0.00013169404294651,0,0,0.3,1,0.00011282434167641,3.3234749079451e-05,119.5388488792,0,0,
1.6595000522211,-198.49770739056,-164.18225475282,119.53884979842,0.0001734712915686,639.74198894778,0.00010322476737201,-0.0072743156924844,2.1952519416809,81.210654426342,0.0001734712915686,0,0,0.3,1,0.00016793288794,3.8381314755701e-05,119.53884887725,0,0,
1.7845000559464,-198.49770698739,-164.18225484103,119.53885125486,0.00023653986941527,639.23099413803,0.0001099465880543,-0.0072741298936307,2.1952526569366,81.211321661053,0.00023653986941527,0,0,0.3,1,0.00018255737576731,3.0319898970685e-05,119.53884887699,0,0,
1.9095000596717,-198.49770821981,-164.18225433165,119.53885312808,0.00023545155759488,635.91111579906,0.00010934262536466,-0.0072733787819743,2.1952517032623,81.211986819763,0.00023545155759488,0,0,0.3,1,0.00017138077241907,2.6305941543328e-05,119.53885302909,0,0,
2.0350000634789,-198.49770678682,-164.18225536041,119.53885142014,0.00025945648863652,636.09754704964,0.0001055879984051,-0.0072731128893793,2.1952528953552,81.21264591717,0.00025945648863652,0,0,0.3,1,0.00016851238610631,4.1969007276857e-05,119.53884943424,0,0,
2.1610000673681,-198.49770667314,-164.18225540724,119.53885051161,0.00013806768049272,635.07969393403,0.00010853516869247,-0.0072738453745842,2.1952519416809,81.213302844686,0.00013806768049272,0,0,0.3,1,0.00019154074516226,3.7001613986375e-05,119.53884895175,0,0,
2.2870000712574,-198.49770723301,-164.18225558545,119.53884891174,7.5142766725522e-05,637.00731336524,0.00010228040628135,-0.0072738640010357,2.1952512264252,81.213958730828,7.5142766725522e-05,0,0,0.3,1,0.00017395890127398,3.8269039639215e-05,119.53884888699,0,0,
2.4120000749826,-198.49770824444,-164.18225351561,119.53885026795,0.00014782257980201,636.13495940701,0.00010557030327618,-0.0072736907750368,2.1952519416809,81.214616733765,0.00014782257980201,0,0,0.3,1,0.00016473104228036,4.5097095021037e-05,119.5388488783,0,0,
